-0.305692603936029	-0.0494863247641636
-0.289276944466484	-0.050241662848458
-0.209692290559903	-0.0618374187281638
-0.226012072943083	-0.0720802970560563
-0.268946156910873	-0.0710286033737717
-0.288873296450532	-0.0610745278833983
-0.20375345779996	-0.0760033171161079
-0.29926535462665	-0.056476611927133
-0.288762576447244	-0.0529769686183847
-0.258874621379312	-0.0503939057344545
-0.2543680052568	-0.0530402560600009
-0.296011993383464	-0.0507366177731497
-0.251369092768549	-0.0641280497026651
-0.265186722618412	-0.0649304094427319
-0.286387379735231	-0.0639693724743859
-0.212019722370308	-0.0658074391775304
-0.245608126217438	-0.0616499966453898
-0.306288144322107	-0.0531476901268845
-0.289227844815681	-0.0502536738072994
-0.200634981187603	-0.0626208358121606
-0.188179054950939	-0.0706089202629526
-0.161964496149428	-0.0790762184929912
-0.171081442210509	-0.0802992194250205
-0.189247362395537	-0.0752230350291247
-0.153611809518707	-0.0853848822335018
-0.160468199096207	-0.0798472740981498
-0.184201324702323	-0.06748505317805
-0.207766564868015	-0.0596980888777773
-0.190788199010017	-0.0676948141322979
-0.184778930114356	-0.061911520510541
-0.139986643803683	-0.0814814026819261
-0.166993226267571	-0.0809958025882278
-0.180191756606686	-0.0736743123676923
-0.148074343370928	-0.0828399958512738
-0.106130516224859	-0.0761454015151038
-0.167277334520536	-0.0706245241336585
-0.200846410106866	-0.0571976104495108
-0.182410289110523	-0.0634336583504969
-0.223906543737018	-0.0569901788540453
-0.170741588717932	-0.0767459374693451
-0.167166687238581	-0.0773584483042394
-0.161098573935336	-0.0768894511123723
-0.0715332968038349	-0.0748502228422736
-0.0889617648158461	-0.078610066267737
-0.127758278324685	-0.0649818434376511
-0.154543719984698	-0.0604844666211626
-0.140786076380946	-0.0662721703939786
-0.141692793933913	-0.0544246698087338
-0.0712180212296039	-0.0746782031272391
-0.102926502771231	-0.0721888451550482
-0.0242040730965758	-0.0792539602678292
-0.133419265811078	-0.0718056753554689
-0.111710317227301	-0.0713970573194958
-0.13386503794408	-0.0631983188593571
-0.141374411980967	-0.0628870133414909
-0.138417711814028	-0.0658697835594615
-0.0668597401119426	-0.0832886640790904
-0.108885670505215	-0.089997611444421
-0.14418042476877	-0.0716149796505353
-0.12518382338329	-0.0712045416957133
-0.139594778999629	-0.0747602216793002
-0.13173306960061	-0.0719215922589208
