plate10_A_10.count	-0.0211627139369992	-0.107077340194989	Neutrophil
plate10_A_11.count	-0.413525818486745	-0.737859776732498	Neutrophil
plate10_A_12.count	0.42733767873907	-0.776276771521096	Mono.D
plate10_A_1.count	0.110279540872518	-0.0343493118278604	B
plate10_A_4.count	-0.177514512667044	0.413823444010056	Mk
plate10_A_6.count	0.273651945372232	-0.352183709073303	Mono.D
plate10_A_7.count	0.469373925903869	-0.0860168573856746	B
plate10_A_8.count	-0.206325090387582	0.342709244833951	Mk
plate10_A_9.count	0.534613159754581	-0.0695876731518098	B
plate10_B_10.count	-0.386909293962655	-0.701917583296514	Neutrophil
plate10_B_11.count	-0.496805761658761	0.050223736469525	Erythroid
plate10_B_12.count	0.465910021807894	-0.799659017443589	Mono.D
plate10_B_1.count	-0.202575323074771	0.249186286608089	Mk
plate10_B_2.count	-0.118332821838959	-0.354181489677168	Neutrophil
plate10_B_4.count	-0.523532421628458	0.0137991965949628	Erythroid
plate10_B_5.count	-0.365956794744525	-0.656342031760889	Neutrophil
plate10_B_6.count	0.604660413946591	-0.0856666424502907	B
plate10_B_7.count	-0.147126756241579	0.304755398028141	Mk
plate10_B_8.count	-0.339193570882673	-0.684469940044202	Neutrophil
plate10_B_9.count	-0.222887600487659	0.429470482072016	Mk
plate10_C_10.count	0.103184170674237	0.180650129379669	Eo.Baso
plate10_C_11.count	-0.345144476732341	-0.633781022527176	Neutrophil
plate10_C_12.count	-0.245018465490865	-0.581071487231996	Neutrophil
plate10_C_1.count	-0.258291076869178	-0.574076782301039	Neutrophil
plate10_C_2.count	0.618135273716403	-0.0516210433889409	B
plate10_C_4.count	-0.388256785907447	-0.696937181664562	Neutrophil
plate10_C_5.count	-0.319002291723841	-0.629626614400236	Neutrophil
plate10_C_6.count	-0.359732990110795	-0.66754564511128	Neutrophil
plate10_C_7.count	-0.52231855094124	0.0771383415480337	Erythroid
plate10_C_8.count	-0.342656091953219	0.59222975324182	Mk
plate10_C_9.count	0.415611643737044	-0.67759029926172	Mono.D
plate10_D_10.count	-0.183395120474448	-0.450195312502987	Neutrophil
plate10_D_11.count	-0.27971872514901	0.513751449168019	Mk
plate10_D_12.count	0.1527058026879	-0.141401655861123	B
plate10_D_1.count	-0.152821284056466	-0.272687147875432	Neutrophil
plate10_D_2.count	-0.377555469469915	-0.690488889306807	Neutrophil
plate10_D_4.count	-0.372178530513861	-0.688130651178148	Neutrophil
plate10_D_5.count	-0.742720684885675	-0.0139784651837609	Erythroid
plate10_D_6.count	-0.18448514500116	-0.429601146870447	Neutrophil
plate10_D_7.count	-0.0412323450768028	0.15556391074569	Mk
plate10_D_9.count	-0.883021006510914	-0.00166772390651049	Erythroid
plate10_E_10.count	0.391298000744636	-0.644820065773427	Mono.D
plate10_E_11.count	-0.353490627126115	-0.671120686147829	Neutrophil
plate10_E_12.count	0.0606713450678172	-0.102230168417632	Neutrophil
plate10_E_1.count	-0.375315961700211	-0.687355916026194	Neutrophil
plate10_E_2.count	-0.532790335147726	0.0610524932964822	Erythroid
plate10_E_4.count	-0.266609169560349	0.433524223130067	Mk
plate10_E_6.count	-0.0474975913695631	0.0813859494003212	Mk
plate10_E_7.count	0.420347828658867	-0.711601788343293	Mono.D
plate10_E_8.count	0.421851355943793	-0.693528114393761	Mono.D
plate10_E_9.count	-0.172176718283399	-0.321403275382531	Neutrophil
plate10_F_10.count	-0.262955918057019	0.173034923402292	Erythroid
plate10_F_11.count	-0.278246215504571	-0.614729803402742	Neutrophil
plate10_F_12.count	-0.269952205296855	0.191352670520412	Mk
plate10_F_1.count	-0.800418770694042	0.000930701377263554	Erythroid
plate10_F_2.count	0.223135998930756	-0.083485723768448	Eo.Baso
plate10_F_4.count	0.453964097197641	-0.0136135459822863	B
plate10_F_5.count	-0.81122249852999	-0.0067518796110175	Erythroid
plate10_F_6.count	0.252947294012806	-0.136257429012756	B
plate10_F_7.count	-0.0833212533318435	-0.244610881017462	Neutrophil
plate10_F_8.count	-0.171867401447459	0.376055656844271	Mk
plate10_F_9.count	0.519341230972003	-0.0543971886740319	B
plate10_G_10.count	-0.369429768816831	0.600641239881915	Mk
plate10_G_11.count	-0.935158440798403	-0.00023744144651814	Erythroid
plate10_G_12.count	0.435703556327983	0.765377282572682	Eo.Baso
plate10_G_1.count	-0.29939847309762	0.573302560685029	Mk
plate10_G_2.count	-0.0868627827683479	0.185477533657536	Mk
plate10_G_4.count	-0.239122285893682	0.249323274534455	Mk
plate10_G_6.count	-0.32656598871297	-0.589725712733596	Neutrophil
plate10_G_7.count	-0.342435014000004	-0.660661832129757	Neutrophil
plate10_G_8.count	-0.785141695010372	-0.00234306580738013	Erythroid
plate10_G_9.count	-0.0817216913673308	0.191275372983277	Mk
plate10_H_10.count	-0.795786979137569	0.00415842767754152	Erythroid
plate10_H_11.count	0.277647906791184	0.454647042916625	Eo.Baso
plate10_H_12.count	-0.413311168168449	-0.754436398235634	Neutrophil
plate10_H_1.count	-0.269288722343384	-0.596701004593247	Neutrophil
plate10_H_2.count	-0.119907970834917	0.101713621743382	Mk
plate10_H_6.count	-0.352790700942878	-0.667058144831444	Neutrophil
plate10_H_7.count	-0.38027722163533	-0.687473824244257	Neutrophil
plate10_H_8.count	-0.14765274837217	-0.340279582885097	Neutrophil
plate10_H_9.count	-0.835397016874885	0.000101344807551829	Erythroid
plate11_A_11.count	-0.0910904782684045	0.183446762330145	Mk
plate11_A_2.count	0.00603009932047423	0.0378210578497	Eo.Baso
plate11_A_3.count	-0.14530405602189	0.365616731996037	Mk
